code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	pnns_groups_1	pnns_groups_2	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0761898654637	https://world.openfoodfacts.org/product/0761898654637	usda-ndb-import	1489144033	1498399473	Aloe Vera Drink					Fremo	fremo	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Aloe vera gel, honey, sugar, citric acid, trisodium citrate, gellan gum (food grade), calcium lactate, calcium carbonate, fd&c yellow no. 5, artificial pineapple flavor, purified water.					160 ml (1 cup)		6	 [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ honey -> en:honey  ]  [ sugar -> en:sugar  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ food-grade -> en:food-grade  ]  [ grade -> en:grade  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ calcium-carbonate -> en:e170  -> exists  -- ok  ]  [ fd-c-yellow-no-5 -> en:e102  -> exists  -- ok  ]  [ artificial-pineapple-flavor -> en:artificial-pineapple-flavor  ]  [ pineapple-flavor -> en:pineapple-flavor  ]  [ flavor -> en:flavor  ]  [ purified-water -> en:purified-water  ]  [ water -> en:water  ] 	en:e102,en:e170,en:e327,en:e330,en:e331,en:e331iii,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									184		0	0																																	0	0	10	10									0	0				0	0		0					0														0.038		0																			14	2							
8809125063547	https://world.openfoodfacts.org/product/8809125063547	usda-ndb-import	1489141465	1498399473	Aloe Vera Drink, Blueberry					Golden Natural	golden-natural	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Purified water, aloe vera gel, sugar, blueberry concentrate, citric acid, calcium lactate, artificial blueberry flavor, sodium citrate, vitamin c, citrus flavor, gellan gum, cochineal extract, caramel extract.					240 ml (240 ml)		4	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ sugar -> en:sugar  ]  [ blueberry-concentrate -> en:blueberry-concentrate  ]  [ concentrate -> en:concentrate  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ artificial-blueberry-flavor -> en:artificial-blueberry-flavor  ]  [ blueberry-flavor -> en:blueberry-flavor  ]  [ flavor -> en:flavor  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ citrus-flavor -> en:citrus-flavor  ]  [ flavor -> en:flavor  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ cochineal-extract -> en:cochineal-extract  ]  [ extract -> en:extract  ]  [ caramel-extract -> en:caramel-extract  ]  [ extract -> en:extract  ] 	en:e327,en:e330,en:e331,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									176		0	0																																	0	0	10	9.58									0	0				0.04826	0.019		0					0.0225														0.017		0																			13	2							
0761898683859	https://world.openfoodfacts.org/product/0761898683859	usda-ndb-import	1489143307	1498399474	Aloe Vera Drink, Coconut Flavor					Fremo	fremo	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Alove vera gel, sugar, maltodextrin, gellan gum (food grade), calcium lactate, calcium carbonate, citric acid l-ascorbic acid, trisodium citrate, artificial coconut flavor, purified water.					160 ml (1 cup)		5	 [ alove-vera-gel -> en:alove-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ sugar -> en:sugar  ]  [ maltodextrin -> en:maltodextrin  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ food-grade -> en:food-grade  ]  [ grade -> en:grade  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ calcium-carbonate -> en:e170  -> exists  -- ok  ]  [ citric-acid-l-ascorbic-acid -> en:citric-acid-l-ascorbic-acid  ]  [ acid-l-ascorbic-acid -> en:acid-l-ascorbic-acid  ]  [ l-ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ artificial-coconut-flavor -> en:artificial-coconut-flavor  ]  [ coconut-flavor -> en:coconut-flavor  ]  [ flavor -> en:flavor  ]  [ purified-water -> en:purified-water  ]  [ water -> en:water  ] 	en:e170,en:e300,en:e327,en:e331,en:e331iii,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									184		0	0																																	0	0	10	10									0	0				0.00762	0.003		0					0.0112														0.025		0																			14	2							
0074734700680	https://world.openfoodfacts.org/product/0074734700680	usda-ndb-import	1489142140	1498399474	Aloe Vera Drink, Guava					Faraon,  Mercado Latino  Inc.	faraon,mercado-latino-inc	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Purified water, fructose, aloe vera gel, sugar, honey, artificial guava flavor, citric acid, calcium lactate, sodium citrate, vitamin c, gellan gum, cochineal extract, aloe vera gel powder, turmeric color.					240 ml (1 cup)		4	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ sugar -> en:sugar  ]  [ honey -> en:honey  ]  [ artificial-guava-flavor -> en:artificial-guava-flavor  ]  [ guava-flavor -> en:guava-flavor  ]  [ flavor -> en:flavor  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ cochineal-extract -> en:cochineal-extract  ]  [ extract -> en:extract  ]  [ aloe-vera-gel-powder -> en:aloe-vera-gel-powder  ]  [ vera-gel-powder -> en:vera-gel-powder  ]  [ gel-powder -> en:gel-powder  ]  [ powder -> en:powder  ]  [ turmeric-color -> en:turmeric-color  ]  [ color -> en:colour  ] 	en:e327,en:e330,en:e331,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									192		0	0																																	0	0	10.83	9.58									0	0				0.03048	0.012		0					0.005														0.042		0.0003																			14	2							
0761898631577	https://world.openfoodfacts.org/product/0761898631577	usda-ndb-import	1489144116	1498399475	Aloe Vera Drink, Kiwi					Fremo	fremo	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Aloevera gel, sugar, honey, citric acid, ascorbic acid, gellan gum (food grade), calcium lactate, trisodium citrate, fd&c blue no. 1, fd&c yellow no. 5, fd&c red no. 40, artificial kiwi flavor, purified water.					100 ml (1 cup)		8	 [ aloevera-gel -> en:aloevera-gel  ]  [ gel -> en:gel  ]  [ sugar -> en:sugar  ]  [ honey -> en:honey  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ food-grade -> en:food-grade  ]  [ grade -> en:grade  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ fd-c-blue-no-1 -> en:e133  -> exists  -- ok  ]  [ fd-c-yellow-no-5 -> en:e102  -> exists  -- ok  ]  [ fd-c-red-no-40 -> en:fd-c-red-no-40  ]  [ c-red-no-40 -> en:c-red-no-40  ]  [ red-no-40 -> en:e129  -> exists  -- ok  ]  [ artificial-kiwi-flavor -> en:artificial-kiwi-flavor  ]  [ kiwi-flavor -> en:kiwi-flavor  ]  [ flavor -> en:flavor  ]  [ purified-water -> en:purified-water  ]  [ water -> en:water  ] 	en:e102,en:e129,en:e133,en:e300,en:e327,en:e330,en:e331,en:e331iii,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									335		0	0																																	0	0	20	20									0	0				0	0		0					0.036														0.04		0																			20	4							
0761898632888	https://world.openfoodfacts.org/product/0761898632888	usda-ndb-import	1489144159	1498399476	Aloe Vera Drink, Kiwi					Fremo	fremo	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Aloe vera gel, sugar, honey, citric acid, l-ascorbic acid, gellan gum(food grade), calcium lactate, trisodium sitrate, fd&c blue no.1, fd&c yellow no 5, fd&c red no, 40, artificial kiwi flavor, purified water,					160 ml (1 cup)		6	 [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ sugar -> en:sugar  ]  [ honey -> en:honey  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ l-ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ food-grade -> en:food-grade  ]  [ grade -> en:grade  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ trisodium-sitrate -> en:trisodium-sitrate  ]  [ sitrate -> en:sitrate  ]  [ fd-c-blue-no-1 -> en:e133  -> exists  -- ok  ]  [ fd-c-yellow-no-5 -> en:e102  -> exists  -- ok  ]  [ fd-c-red-no -> en:fd-c-red-no  ]  [ c-red-no -> en:c-red-no  ]  [ red-no -> en:red-no  ]  [ no -> en:fd-c  ]  [ 40 -> en:40  ]  [ artificial-kiwi-flavor -> en:artificial-kiwi-flavor  ]  [ kiwi-flavor -> en:kiwi-flavor  ]  [ flavor -> en:flavor  ]  [ purified-water -> en:purified-water  ]  [ water -> en:water  ] 	en:e102,en:e133,en:e300,en:e327,en:e330,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									209		0	0																																	0	0	12.5	12.5									0	0				0	0		0					0.0225														0.025		0																			16	2							
8809125063059	https://world.openfoodfacts.org/product/8809125063059	usda-ndb-import	1489070335	1498399476	Aloe Vera Drink, Mango					Pure Plus	pure-plus	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Purified water, aloe vera gel, mango concentrate, citric acid, calcium lactate, artificial mango flavor, sodium citrate, vitamin c, citrus flavor, gellan gum, beta-carotene.					240 ml (1 cup)		4	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ mango-concentrate -> en:mango-concentrate  ]  [ concentrate -> en:concentrate  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ artificial-mango-flavor -> en:artificial-mango-flavor  ]  [ mango-flavor -> en:mango-flavor  ]  [ flavor -> en:flavor  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ citrus-flavor -> en:citrus-flavor  ]  [ flavor -> en:flavor  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ beta-carotene -> en:e160ai  -> exists as a vitamin en:beta-carotene and current class is en:vitamins  ] 	en:e327,en:e330,en:e331,en:e418	0			1		e160a-beta-carotene	unknown	unknown	en:aloe-vera-drinks									159		0																																				9.58	9.58										0				0.05334	0.021							0.005														0.017																													
0075669115525	https://world.openfoodfacts.org/product/0075669115525	usda-ndb-import	1489072635	1498399476	Aloe Vera Drink, Mango					Iberia,  Iberia Foods Corporation	iberia,iberia-foods-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, fructose, aloe vera pulp, mango flavor, citric acid, sodium citrate, calcium lactate, mango concentrate, gellan gum, vitamin c, b-carotene flavor					250 ml (8.5 fl oz)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ mango-flavor -> en:mango-flavor  ]  [ flavor -> en:flavor  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ mango-concentrate -> en:mango-concentrate  ]  [ concentrate -> en:concentrate  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ b-carotene-flavor -> en:b-carotene-flavor  ]  [ carotene-flavor -> en:carotene-flavor  ]  [ flavor -> en:flavor  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									176		0	0																																	0	0	10.4	10.4									0	0				0.0254	0.01		0					0.0007														0		0																			13	2							
0055270870495	https://world.openfoodfacts.org/product/0055270870495	usda-ndb-import	1489074399	1498399477	Aloe Vera Drink, Mango					Grace	grace	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera 20% (aloe vera juice, aloe vera pulp), cane sugar, high fructose corn syrup, apple juice, honey malic acid, artificial mango flavor, calcium lactate, ascorbic acid, (vitamin c), fd&c yellow #6 and yellow #5 (colors).					240 ml (8 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera-20 -> en:aloe-vera-20  ]  [ vera-20 -> en:vera-20  ]  [ 20 -> en:20  ]  [ aloe-vera-juice -> en:aloe-vera-juice  ]  [ vera-juice -> en:vera-juice  ]  [ juice -> en:juice  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ high-fructose-corn-syrup -> en:high-fructose-corn-syrup  ]  [ fructose-corn-syrup -> en:fructose-corn-syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ apple-juice -> en:apple-juice  ]  [ juice -> en:juice  ]  [ honey-malic-acid -> en:honey-malic-acid  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ artificial-mango-flavor -> en:artificial-mango-flavor  ]  [ mango-flavor -> en:mango-flavor  ]  [ flavor -> en:flavor  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ]  [ fd-c-yellow-6-and-yellow-5 -> en:fd-c-yellow-6-and-yellow-5  ]  [ c-yellow-6-and-yellow-5 -> en:c-yellow-6-and-yellow-5  ]  [ yellow-6-and-yellow-5 -> en:yellow-6-and-yellow-5  ]  [ 6-and-yellow-5 -> en:6-and-yellow-5  ]  [ and-yellow-5 -> en:and-yellow-5  ]  [ yellow-5 -> en:e102  -> exists  -- ok  ]  [ colors -> en:colour  ] 	en:e102,en:e296,en:e327	0			0			unknown	unknown	en:aloe-vera-drinks									159		0	0																																	0	0	9.17	8.33									0	0				0.04318	0.017		0					0.02														0.008		0																			12	1							
0075669115501	https://world.openfoodfacts.org/product/0075669115501	usda-ndb-import	1489071687	1498399477	Aloe Vera Drink, Original					Iberia,  Iberia Foods Corporation	iberia,iberia-foods-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera pulp, fructose honey, citric acid, sodium citrate, vitamin c, gellan gum calcium lactate.					250 ml (8.5 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ fructose-honey -> en:fructose-honey  ]  [ honey -> en:honey  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ gellan-gum-calcium-lactate -> en:gellan-gum-calcium-lactate  ]  [ gum-calcium-lactate -> en:gum-calcium-lactate  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ] 	en:e327,en:e330,en:e331	0			0			unknown	unknown	en:aloe-vera-drinks									151		0	0																																	0	0	9.2	9.2									0	0				0.01778	0.007		0					0.0007														0		0																			13	2							
4712098455148	https://world.openfoodfacts.org/product/4712098455148	usda-ndb-import	1489075211	1498399478	Aloe Vera Drink, Original					Oka	oka	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera crunch, fructose, honey, citric acid, sodium citrate, vitamin c, gellan gum, calcium lactate,					250 ml (250 ml)		4	 [ water -> en:water  ]  [ aloe-vera-crunch -> en:aloe-vera-crunch  ]  [ vera-crunch -> en:vera-crunch  ]  [ crunch -> en:crunch  ]  [ fructose -> en:fructose  ]  [ honey -> en:honey  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									151		0	0																																	0	0	9	0									0	0				0.01778	0.007		0					0.0007														0		0																			6	0							
0011110845696	https://world.openfoodfacts.org/product/0011110845696	usda-ndb-import	1489143640	1498399478	Aloe Vera Drink, Original					Kroger,  The Kroger Co.	kroger,the-kroger-co	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-sugared-beverages,en:aloe-vera-drinks													US	Water, aloe vera juice and pulp, cane sugar, calcium lactate, citric acid, natural flavor, ascorbic acid (vitamin c), xanthan gum.					240 ml (8 fl oz)		4	 [ water -> en:water  ]  [ aloe-vera-juice-and-pulp -> en:aloe-vera-juice-and-pulp  ]  [ vera-juice-and-pulp -> en:vera-juice-and-pulp  ]  [ juice-and-pulp -> en:juice-and-pulp  ]  [ and-pulp -> en:and-pulp  ]  [ pulp -> en:pulp  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ xanthan-gum -> en:e415  -> exists  -- ok  ] 	en:e300,en:e327,en:e330,en:e415	0			0			Beverages	Non-sugared beverages	en:aloe-vera-drinks									192		0	0																																	0	0	10.83	9.58									0	0				0.0381	0.015		0					0.005														0.042		0.00015																			14	2							
0075669115532	https://world.openfoodfacts.org/product/0075669115532	usda-ndb-import	1489071688	1498399478	Aloe Vera Drink, Pineapple					Iberia,  Iberia Foods Corporation	iberia,iberia-foods-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, fructose, aloe vera pulp, pineapple concentrate, citric acid, calcium lactate, pineapple flavor, sodium citrate, gellan gum, vitamin c, b-carotene flavor.					250 ml (8.5 fl oz)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ pineapple-concentrate -> en:pineapple-concentrate  ]  [ concentrate -> en:concentrate  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ pineapple-flavor -> en:pineapple-flavor  ]  [ flavor -> en:flavor  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ b-carotene-flavor -> en:b-carotene-flavor  ]  [ carotene-flavor -> en:carotene-flavor  ]  [ flavor -> en:flavor  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									167		0	0																																	0	0	10	10									0	0				0.0254	0.01		0					0.0007														0		0																			13	2							
0011110873675	https://world.openfoodfacts.org/product/0011110873675	usda-ndb-import	1489074018	1498399479	Aloe Vera Drink, Pomegranate					Kroger,  The Kroger Co.	kroger,the-kroger-co	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera juice and pulp, cane sugar, calcium lactate, citric acid, natural flavor, ascorbic acid (vitamin c), xanthan gum.					240 ml (8 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera-juice-and-pulp -> en:aloe-vera-juice-and-pulp  ]  [ vera-juice-and-pulp -> en:vera-juice-and-pulp  ]  [ juice-and-pulp -> en:juice-and-pulp  ]  [ and-pulp -> en:and-pulp  ]  [ pulp -> en:pulp  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ]  [ xanthan-gum -> en:e415  -> exists  -- ok  ] 	en:e327,en:e330,en:e415	0			0			unknown	unknown	en:aloe-vera-drinks									192		0	0																																	0	0	10.83	9.58									0	0				0.0381	0.015		0					0.005														0.042		0.00015																			14	2							
0894800000786	https://world.openfoodfacts.org/product/0894800000786	usda-ndb-import	1489075080	1498399479	Aloe Vera Drink, Pomegranate					Tropical World	tropical-world	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera juice and pulps, cane sugar, pomegranate juice, honey, malic acid, pomegranate flavor, calcium lactate, vitamin c, gellan gum, stevia.					240 ml (8 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera-juice-and-pulps -> en:aloe-vera-juice-and-pulps  ]  [ vera-juice-and-pulps -> en:vera-juice-and-pulps  ]  [ juice-and-pulps -> en:juice-and-pulps  ]  [ and-pulps -> en:and-pulps  ]  [ pulps -> en:pulps  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ pomegranate-juice -> en:pomegranate-juice  ]  [ juice -> en:juice  ]  [ honey -> en:honey  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ pomegranate-flavor -> en:pomegranate-flavor  ]  [ flavor -> en:flavor  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ stevia -> en:stevia  ] 	en:e296,en:e327,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									96		0																																		0		5.79	5.29										0				0.04064	0.016		0					0.03														0.004		0																											
